,index,age,gender_code,security_no,region_category,membership_category,joining_date,joined_through_referral,referral_id,preferred_offer_types,medium_of_operation,internet_option,last_visit_time,days_since_last_login,avg_time_spent,avg_frequency_login_days,points_in_wallet,used_special_discount,offer_application_preference,past_complaint,complaint_status,feedback,churn_risk_score,gender
5543,5555,56,0,1,1368,765,5,1423,1631,1182,1272,1167,1,18,197.6,115,566.24,1588,1976,1746,1746,613,1,1
5408,5420,43,1,1,1368,420,3,1571,1,1182,1307,1157,1,6,548.84,27,738.58,1912,1976,1746,1746,155,0,0
101,101,23,1,1,1368,656,3,1571,1,1160,1307,1167,1,10,934.3542197999999,94,630.8,1588,1976,1754,418,588,1,0
2716,2723,56,0,1,1368,744,4,1423,1631,1182,1307,1157,1,16,159.56,133,531.38,1588,1976,1754,458,588,1,1
3319,3328,38,0,1,1625,765,5,1571,1,1158,519,1176,1,4,330.95,131,540.49,1912,1524,1754,440,554,1,1
6530,6544,52,0,1,507,744,3,1423,1631,1160,1307,1176,1,8,230.79,1,952.4693268,1588,1976,1754,438,588,1,1
2904,2911,53,1,1,1368,744,1,1423,1631,1158,402,1157,1,12,-599.5598225,115,625.88,1912,1524,1754,418,603,1,0
6232,6246,10,0,1,1625,765,4,1571,1,1160,1272,1176,1,5,924.2,94,689.3,1588,1976,1746,1746,613,1,1
1333,1335,21,1,1,1625,525,4,1423,1631,1182,1272,1157,1,9,30.56,131,776.51,1912,1524,1746,1746,588,0,0
1541,1543,39,0,1,1625,525,8,506,1,1160,1272,1157,1,3,-787.9525092,315,669.09,1912,1524,1754,458,613,1,1
2686,2693,35,0,1,1368,656,5,1571,1,1160,1272,1167,1,1,724.03,113,659.0,1912,1976,1746,1746,613,1,1
2545,2552,53,0,1,1368,525,2,506,1,1160,1272,1176,1,12,390.97,133,754.74,1588,1976,1754,438,554,0,1
3766,3775,14,0,1,1625,744,2,1423,1631,1160,1307,1176,1,11,303.68,126,386.27981289999997,1912,1524,1754,438,554,1,1
3263,3271,40,1,1,1368,420,4,1423,1631,1160,519,1157,1,6,30.4,126,798.51,1588,1976,1746,1746,603,0,0
1197,1199,33,0,1,1368,765,1,1571,1,1158,1307,1176,1,-999,141.47,1,508.05,1588,1976,1754,440,590,1,1
2107,2113,16,1,1,1625,744,4,1571,1,1182,402,1176,1,8,407.56,127,696.36,1912,1524,1754,438,590,1,0
5268,5280,40,1,1,1625,744,2,1423,1631,1158,519,1176,1,12,115.93,117,640.95,1588,1976,1754,418,590,1,0
5796,5808,51,0,1,1368,744,6,1423,1631,1158,1272,1167,1,8,45.4,107,647.46,1912,1524,1746,1746,590,1,1
3699,3708,51,0,1,1368,744,5,1423,1631,1160,1272,1176,1,22,383.0,113,710.56,1912,1524,1754,458,613,1,1
2070,2076,56,1,1,1625,420,3,506,1,1182,519,1176,1,8,620.25,132,706.96,1912,1976,1754,440,139,0,0
5429,5441,21,1,1,1368,656,3,1423,1631,1160,1272,1176,1,9,168.34,89,761.75,1588,1976,1746,1746,590,0,0
5524,5536,43,0,1,1368,656,5,506,1631,1182,519,1176,1,15,34.45,122,769.21,1588,1976,1746,1746,125,0,1
2223,2229,15,1,1,1368,656,2,1571,1,1160,1307,1167,1,18,92.6,122,671.24,1912,1524,1754,440,603,1,0
2168,2174,58,0,1,507,420,3,1423,1631,1160,1307,1157,1,13,424.52,133,208.51352749999998,1912,1524,1754,418,603,0,1
4673,4682,60,1,1,1368,525,4,1571,1,1160,519,1176,1,20,40.41,126,731.91,1912,1524,1746,1746,613,0,0
2297,2303,15,1,1,1625,390,4,1423,1631,1158,1272,1157,1,14,190.36,113,774.4,1588,1976,1746,1746,588,0,0
875,875,14,1,1,1368,765,3,506,1,1158,1307,1176,1,-999,585.27,94,639.64,1588,1976,1746,1746,613,1,0
4158,4167,54,1,1,1368,744,2,1423,1631,1182,1272,1176,1,19,33.95,94,109.1250551,1588,1976,1746,1746,613,1,0
4336,4345,34,0,1,507,656,6,1571,1,1160,1307,1176,1,6,869.54,115,407.1350756,1912,1976,1754,418,613,1,1
5526,5538,54,1,1,1625,525,5,1423,1631,1158,1307,1157,1,-999,157.87,116,137.86229419999998,1912,1524,1746,1746,590,1,0
6385,6399,49,0,1,1625,390,4,1423,1631,1182,1272,1176,1,15,144.27,1,799.02,1588,1976,1746,1746,125,0,1
4866,4875,10,1,1,1625,390,5,506,1631,1158,402,1167,1,16,365.48,315,729.44,1912,1524,1746,1746,554,0,0
5956,5968,49,1,1,1625,390,4,506,1,1158,1272,1176,1,22,48.4,132,375.44419480000005,1912,1524,1746,1746,588,0,0
3694,3703,10,1,1,1368,656,3,506,1,1182,1307,1176,1,24,193.26,131,765.16,1912,1524,1754,440,155,0,0
5220,5232,39,0,1,1368,744,3,1423,1631,1182,1307,1176,1,22,138.83,107,184.84245269999997,1588,1976,1754,440,613,1,1
4076,4085,34,0,1,1368,656,4,1423,1631,1160,1272,1167,1,12,311.37,132,1169.29546,1912,1524,1754,440,588,0,1
1700,1703,39,1,1,507,656,4,506,1,1160,1307,1157,1,22,125.89,93,896.7324073999999,1912,1524,1746,1746,590,1,0
1945,1949,13,0,1,1625,656,4,506,1,1182,1307,1157,1,5,-819.8168714999999,315,637.54,1912,1524,1746,1746,588,1,1
483,483,60,1,1,1625,744,7,1423,1631,1158,1272,1167,1,12,337.48,89,614.08,1588,1976,1754,458,603,1,0
2278,2284,30,0,1,1368,525,4,1571,1631,1158,1272,1157,1,18,53.17,116,638.83,1588,1976,1746,1746,554,1,1
1515,1517,22,0,1,507,420,5,1423,1631,1182,1272,1167,1,18,135.22,119,713.24,1912,1524,1754,440,133,0,1
4858,4867,64,0,1,1368,390,2,1423,1631,1182,1272,1176,1,21,214.22,20,776.88,1588,1976,1746,1746,125,0,1
5417,5429,16,0,1,1625,765,5,1423,1631,1182,402,1157,1,8,208.28,126,604.04,1588,1976,1754,438,590,0,1
3371,3380,60,1,1,507,525,4,1571,2,1160,519,1157,1,9,834.360143,121,752.09,1588,1976,1754,458,588,0,0
512,512,28,1,1,507,420,4,506,1,1158,1272,1167,1,17,1215.5691,29,771.68,1588,1976,1746,1746,125,0,0
4141,4150,25,0,1,1625,765,7,1423,1631,1182,1272,1167,1,6,119.83,1,1019.3820509999999,1912,1524,1754,458,613,1,1
2564,2571,17,0,1,1625,390,2,1571,2,1158,1307,1167,1,10,250.77,131,784.57,1588,1976,1746,1746,590,0,1
95,95,56,1,1,507,744,3,1571,1,1160,1307,1167,1,24,48.59,123,533.05,1588,1976,1754,438,590,1,0
2985,2992,58,1,1,1625,765,5,1571,3,1182,1272,1157,2,-999,-953.3426762,119,360.753454,1912,1524,1746,1746,613,1,0
3164,3172,50,1,1,1368,656,5,1571,1,1158,402,1157,1,13,-432.6526397,104,674.0,1588,1976,1746,1746,603,1,0
6241,6255,56,1,1,1625,765,3,1423,1631,1158,1307,1167,1,22,134.21,122,556.18,1588,1976,1754,418,554,1,0
1798,1801,37,1,1,1625,744,4,506,1,1158,402,1167,1,10,361.6,116,610.17,1912,1976,1746,1746,613,1,0
4785,4794,41,0,1,1368,656,6,506,1,1182,1307,1167,1,15,91.6,123,771.6,1912,1524,1746,1746,554,0,1
978,979,59,1,1,1625,420,4,1571,1,1182,1307,1167,1,20,182.3,126,752.05,1912,1524,1754,440,603,0,0
5125,5135,38,1,1,1368,744,3,1571,1,1160,1272,1176,1,14,768.17,1,691.09,1588,1976,1754,458,554,1,0
537,537,26,0,1,507,420,3,1571,1,1158,519,1167,1,19,139.85,122,712.06,1588,1976,1754,440,590,0,1
6140,6152,54,0,1,507,744,2,1571,1,1158,1272,1176,1,13,56.75,104,669.92,1912,1524,1746,1746,603,1,1
4981,4990,32,1,1,1625,525,3,1423,1631,1160,1307,1157,1,20,111.03,131,732.39,1588,1976,1746,1746,133,0,0
4651,4660,18,1,1,1625,420,6,1571,1,1182,1307,1176,1,18,60.81,1,797.45,1912,1524,1754,418,590,0,0
2282,2288,57,0,1,1368,744,5,1571,1,1158,1272,1167,1,8,60.61,315,621.29,1588,1976,1754,438,613,1,1
4957,4966,36,1,1,1368,656,3,506,1,1160,1307,1176,1,2,302.69,132,776.91,1588,1976,1754,458,590,0,0
2744,2751,58,0,1,1625,765,6,1571,1,1160,1307,1167,1,16,34.88,144,669.26,1912,1524,1754,458,590,1,1
4592,4601,52,0,1,1625,656,4,1423,1631,1158,519,1167,1,3,40.22,116,793.9,1588,1976,1746,1746,554,0,1
3118,3126,21,0,1,1368,744,7,1423,1631,1182,1307,1176,1,6,35.27,133,669.84,1912,1524,1754,438,554,1,1
5361,5373,21,0,1,507,765,4,1571,2,1160,1307,1167,2,12,30.23,115,648.72,1912,1524,1746,1746,603,1,1
5878,5890,19,0,1,1368,656,3,506,1631,1158,1307,1167,1,2,96.85,89,756.51,1912,1524,1746,1746,603,0,1
3492,3501,48,1,1,507,656,4,1423,1631,1158,1272,1167,1,-999,403.63,101,658.15,1588,1976,1746,1746,603,1,0
106,106,27,1,1,1368,525,2,1423,1631,1160,1272,1176,1,21,357.45,117,665.63,1588,1976,1754,438,590,1,0
5360,5372,15,1,1,1625,420,1,1571,1,1158,519,1176,1,19,1918.3348469999999,115,-49.84604285,1912,1976,1746,1746,125,0,0
5985,5997,36,0,1,1368,765,6,1571,1,1158,519,1176,1,12,135.74,132,698.88,1912,1524,1746,1746,554,1,1
3025,3033,48,1,1,1625,525,6,1571,1,1182,519,1157,1,5,1074.67,94,768.4,1912,1976,1754,458,588,0,0
3878,3887,24,1,1,1625,420,3,1571,1,1160,1307,1176,1,11,227.97,137,749.21,1912,1524,1754,438,613,0,0
6350,6364,41,1,1,1625,765,4,1423,1631,1160,1307,1167,1,11,141.81,104,545.72,1912,1524,1754,458,613,1,0
1270,1272,52,1,1,1368,390,5,1423,1631,1182,402,1176,1,16,362.99,144,748.77,1912,1524,1746,1746,588,0,0
6285,6299,12,0,1,1625,525,3,1571,1,1160,519,1176,2,7,787.44,315,773.38,1912,1976,1746,1746,588,0,1
3421,3430,32,1,1,1368,420,2,1423,1631,1182,1307,1167,1,11,119.73,315,703.6,1912,1524,1746,1746,613,0,0
2000,2005,18,1,1,1625,765,4,1423,1631,1182,1307,1176,1,17,384.01,93,571.34,1912,1524,1754,438,588,1,0
1973,1977,33,1,1,1368,765,6,1423,1631,1182,1272,1167,1,21,287.58,113,687.62,1912,1524,1746,1746,613,1,0
5896,5908,36,1,1,1625,765,3,1571,1,1182,402,1176,1,-999,875.37,127,502.99,1588,1976,1754,458,590,1,0
775,775,64,1,1,507,765,3,1571,1,1182,1272,1157,1,10,33.82,132,564.46,1588,1976,1746,1746,588,1,0
2890,2897,63,1,1,1625,765,5,1571,1,1160,402,1157,1,-999,818.85,115,188.8648418,1912,1976,1746,1746,590,1,0
613,613,14,0,1,507,390,4,1571,1,1160,1307,1176,1,16,114.81,117,1006.636064,1588,1976,1754,438,139,0,1
5792,5804,28,0,1,1368,420,5,1571,1,1160,1307,1167,1,9,76.86,315,727.24,1912,1524,1754,458,613,0,1
2727,2734,44,1,1,1368,525,3,1423,1631,1160,1272,1176,1,19,138.51,121,1021.011063,1588,1976,1746,1746,613,0,0
995,996,59,0,1,1368,765,3,1571,1,1158,519,1167,1,11,98.76,116,675.25,1912,1524,1746,1746,613,1,1
3767,3776,56,1,1,507,765,6,1571,1,1158,1272,1167,1,14,33.3,101,679.88,1588,1976,1746,1746,588,1,0
5227,5239,37,1,1,1368,390,2,1423,1631,1160,519,1176,1,14,30.72,1,426.5847889,1588,1976,1746,1746,133,0,0
3090,3098,52,1,1,1368,765,5,1423,1631,1158,1307,1157,1,18,41.01,116,509.95,1588,1976,1754,418,588,1,0
3129,3137,43,1,1,507,744,3,506,1,1160,1272,1157,1,9,135.1,315,275.08131549999996,1912,1524,1746,1746,590,1,0
6283,6297,60,1,1,507,525,3,1571,1,1158,1307,1157,1,4,664.86,23,798.69,1912,1524,1746,1746,139,0,0
1646,1648,62,0,1,1368,656,3,506,1,1182,1307,1157,1,15,78.44,144,622.62,1588,1976,1754,440,590,1,1
5464,5476,19,1,1,1368,744,2,1423,1631,1182,1307,1167,1,16,457.76,134,975.0889971,1588,1976,1746,1746,590,1,0
3216,3224,26,0,1,1625,744,5,1423,1631,1160,519,1157,1,20,303.39,113,129.8771814,1912,1524,1754,440,603,1,1
3147,3155,53,0,1,1625,656,1,1423,1631,1160,519,1167,1,14,-906.7668015,113,652.03,1912,1524,1746,1746,613,1,1
1890,1894,61,0,1,1625,744,3,1571,1,1182,1272,1176,1,8,34.71,116,292.92717749999997,1912,1524,1746,1746,590,1,1
2907,2914,42,0,1,1625,656,3,1571,1,1160,1272,1167,1,7,82.14,315,724.39,1912,1524,1746,1746,588,0,1
5049,5059,24,0,1,507,765,6,1571,1,1160,1307,1157,1,7,176.56,104,664.26,1912,1524,1754,418,590,1,1
3345,3354,58,0,1,1625,744,5,1571,1,1158,1272,1176,2,20,71.79,115,591.95,1588,1976,1746,1746,603,1,1
6291,6305,56,1,1,1368,744,5,1571,1,1158,1307,1167,1,13,163.06,104,569.9,1588,1976,1746,1746,590,1,0
1079,1080,25,1,1,1368,656,10,1571,1,1158,1272,1157,1,12,209.18,1,611.69,1588,1976,1754,458,590,1,0
6552,6566,63,1,1,1625,525,3,506,1,1158,1272,1176,1,12,100.25,137,739.18,1912,1524,1746,1746,133,0,0
5386,5398,12,0,1,1625,765,7,1571,1,1160,1307,1157,1,6,225.36,117,655.56,1588,1976,1754,458,588,1,1
966,967,36,0,1,1625,744,3,506,1,1182,402,1167,1,16,872.56,144,678.98,1912,1976,1746,1746,603,1,1
6409,6423,62,1,1,1625,656,7,506,1631,1182,1307,1176,1,20,115.75,144,639.96,1588,1976,1754,418,588,1,0
1708,1711,14,1,1,1625,525,5,1423,1631,1160,1307,1157,1,2,156.56,1,650.02,1588,1976,1754,418,588,1,0
3296,3305,36,1,1,1625,656,2,506,1,1160,1307,1176,1,13,93.19,126,708.77,1588,1976,1754,458,554,0,0
917,917,21,0,1,1625,656,2,1423,1631,1158,519,1157,1,23,336.98,121,771.21,1588,1976,1746,1746,554,0,1
432,432,11,0,1,1625,744,7,1571,1,1182,519,1157,1,11,1228.143729,122,969.1398301,1588,1976,1746,1746,588,1,1
1449,1451,61,1,1,1368,525,8,506,1,1182,1272,1157,1,3,103.28,315,601.07,1588,1976,1746,1746,613,1,0
1710,1713,43,0,1,1625,656,4,1571,1,1160,1307,1157,1,13,151.08,107,658.1,1912,1524,1754,440,590,0,1
1366,1368,59,0,1,1368,525,5,1571,2,1160,1272,1157,1,12,34.1,119,713.34,1588,1976,1746,1746,155,0,1
3983,3992,62,0,1,1368,656,2,1571,2,1160,519,1157,1,19,280.17,144,807.43,1912,1976,1746,1746,133,0,1
4190,4199,16,0,1,507,420,6,1423,1631,1160,1307,1176,1,17,196.25,137,510.6800158,1588,1976,1746,1746,133,0,1
1904,1908,21,0,1,1368,765,3,506,1,1160,1307,1167,1,12,426.32,133,717.22,1912,1524,1754,438,554,1,1
697,697,48,0,1,1625,744,3,1571,1631,1158,1272,1176,1,8,-919.5543792999999,131,519.92,1912,1524,1746,1746,613,1,1
2230,2236,30,1,1,1625,765,5,1571,1,1182,1307,1176,1,14,30.54,121,600.58,1588,1976,1754,418,590,1,0
3011,3019,48,0,1,507,656,4,1571,1,1182,1307,1157,1,15,575.24,133,756.06,1912,1976,1754,440,603,0,1
2993,3000,53,1,1,1368,420,3,1423,1631,1158,519,1176,1,9,116.83,315,1305.8742849999999,1912,1524,1754,440,155,0,0
1908,1912,28,1,1,1368,656,3,1571,1,1158,402,1167,1,8,523.64,137,1122.888572,1912,1524,1754,418,588,0,0
1678,1681,54,1,1,1625,656,1,1423,1631,1160,1307,1176,1,14,148.34,315,723.8,1588,1976,1746,1746,554,0,0
3286,3295,32,0,1,507,420,5,1423,1631,1160,1272,1167,1,20,250.95,144,1169.321289,1588,1976,1754,440,155,0,1
2634,2641,28,0,1,1368,525,6,506,1,1182,1307,1157,1,12,163.3,144,1096.813608,1912,1524,1746,1746,613,0,1
5338,5350,18,0,1,1368,656,7,1571,1,1182,1272,1157,1,6,175.02,23,704.31,1912,1524,1754,438,133,0,1
4926,4935,25,1,1,1625,744,2,1571,1,1160,1272,1157,1,2,468.04,132,635.78,1588,1976,1746,1746,554,1,0
779,779,26,0,1,1368,525,3,1423,1631,1158,1307,1157,1,9,58.43,116,773.2,1588,1976,1746,1746,603,0,1
205,205,62,0,1,1625,656,2,1571,1,1158,1272,1157,1,6,308.28,113,792.37,1912,1524,1754,418,554,0,1
1171,1173,29,1,1,1625,744,2,1423,1631,1158,1307,1176,1,22,92.92,127,515.75,1588,1976,1754,438,588,1,0
2508,2515,37,0,1,1368,656,7,1571,1,1158,1272,1167,1,9,1325.1891130000001,115,713.07,1588,1976,1746,1746,613,0,1
3003,3010,33,0,1,1368,390,4,1571,1,1182,402,1157,1,10,-283.5094783,104,465.04010939999995,1912,1976,1746,1746,603,0,1
3241,3249,64,1,1,1625,656,3,1571,2,1158,519,1157,1,8,156.3,93,608.21,1588,1976,1754,438,603,1,0
70,70,59,0,1,1625,765,4,1571,1,1182,1307,1157,1,-999,207.52,133,-44.59763258,1588,1976,1746,1746,603,1,1
499,499,60,1,1,1625,656,10,506,1,1182,1307,1176,1,6,427.58,23,760.59,1588,1976,1754,418,133,0,0
2635,2642,57,1,1,1368,656,6,1423,1631,1158,1307,1157,1,12,155.03,117,794.15,1588,1976,1746,1746,590,0,0
2025,2031,41,0,1,1368,525,5,506,1631,1158,1307,1167,1,10,192.87,1,165.54860569999997,1588,1976,1754,438,588,1,1
2999,3006,40,1,1,507,420,8,506,1,1160,1307,1157,1,5,885.14,119,795.36,1912,1976,1746,1746,133,0,0
2011,2017,28,1,1,507,765,7,1571,1,1158,402,1157,1,9,278.14,132,672.28,1912,1524,1746,1746,554,1,0
831,831,55,0,1,1368,656,4,1423,1631,1160,1307,1167,1,14,173.08,137,543.7364187999999,1912,1524,1754,440,603,0,1
3914,3923,41,0,1,1368,765,4,1571,1,1160,519,1157,1,24,98.13,94,501.19,1912,1524,1746,1746,588,1,1
5615,5627,43,1,1,1625,765,4,1571,1,1160,519,1167,1,13,627.42,127,617.37,1912,1524,1754,458,603,1,0
2240,2246,60,0,1,1368,656,7,1571,1,1158,1272,1176,1,12,1279.127872,1,795.73,1912,1524,1754,418,613,0,1
2266,2272,37,1,1,1368,525,3,1571,1,1160,1307,1157,1,11,34.28,133,686.7,1588,1976,1746,1746,613,1,0
128,128,35,1,1,1368,656,6,1423,1631,1158,402,1157,1,17,219.13,27,1293.1693810000002,1912,1976,1746,1746,155,0,0
332,332,13,1,1,1368,525,4,1423,1631,1182,1307,1167,1,4,150.97,132,785.69,1912,1524,1746,1746,125,0,0
4444,4453,64,1,1,1368,765,4,506,1,1158,519,1167,1,9,401.91,121,685.79,1588,1976,1754,418,588,1,0
4598,4607,25,0,1,1625,656,3,506,1,1182,519,1176,1,6,158.5,315,924.0262515000001,1588,1976,1754,438,554,1,1
2925,2932,17,0,1,507,390,6,1571,2,1182,1307,1176,1,-999,32.66,126,389.96559229999997,1588,1976,1746,1746,588,0,1
2469,2476,16,0,1,1368,765,4,1571,1,1160,1272,1176,1,17,42.5,132,549.65,1912,1524,1746,1746,590,1,1
3788,3797,18,0,1,507,765,3,1423,1631,1160,1307,1176,1,20,69.74,126,603.98,1912,1524,1754,458,554,1,1
4411,4420,53,0,1,1625,525,5,1423,1631,1158,1272,1167,1,16,340.15,126,713.53,1588,1976,1746,1746,554,0,1
1411,1413,48,0,1,1625,525,3,506,1,1158,1272,1167,1,18,971.0,116,714.62,1912,1976,1746,1746,603,0,1
50,50,23,1,1,507,656,6,1571,1,1158,519,1167,1,10,65.25,315,755.22,1588,1976,1746,1746,588,0,0
556,556,13,0,1,1368,390,3,1423,1631,1158,1272,1167,1,-999,33.44,121,798.46,1588,1976,1746,1746,139,0,1
3104,3112,47,0,1,1625,765,3,1423,1631,1160,1307,1167,1,13,155.14,101,690.17,1912,1524,1754,458,590,1,1
4495,4504,53,1,1,1368,525,3,1571,1631,1182,1307,1176,1,11,37.88,133,704.35,1588,1976,1754,418,554,1,0
5156,5167,13,0,1,507,525,3,1423,1631,1182,519,1167,1,14,1220.167786,116,766.75,1912,1524,1754,440,590,0,1
6445,6459,11,1,1,1625,390,1,506,1,1160,1307,1176,1,20,76.26,127,788.64,1588,1976,1754,438,125,0,0
5910,5922,29,1,1,1625,420,5,506,1,1158,1272,1176,1,15,61.3,133,386.78689110000005,1588,1976,1754,440,139,0,0
2639,2646,53,0,1,1625,744,3,1423,1631,1182,1307,1167,2,9,1182.269376,113,605.1,1588,1976,1754,438,603,1,1
3930,3939,47,0,1,1625,765,3,1423,1631,1160,402,1176,1,3,243.9,144,408.0960809,1912,1976,1754,418,588,1,1
5388,5400,17,0,1,1625,525,6,1423,1631,1160,1307,1167,1,20,66.74,127,720.94,1912,1524,1754,438,588,0,1
2831,2838,58,1,1,1625,525,5,1571,2,1160,1307,1167,1,15,-916.2917822000001,315,604.29,1912,1524,1754,418,554,1,0
5201,5213,63,0,1,1368,744,4,1571,2,1160,402,1157,1,3,536.15,122,339.6622387,1588,1976,1754,458,590,1,1
1672,1675,26,0,1,1368,420,3,1423,1631,1158,1272,1176,1,5,1040.903537,315,728.14,1912,1524,1754,418,588,0,1
3486,3495,10,1,1,507,656,4,506,1,1182,519,1157,1,14,602.55,122,771.75,1912,1524,1746,1746,125,0,0
1447,1449,39,0,1,1625,656,7,1423,1631,1160,1272,1157,1,8,92.4,119,717.91,1588,1976,1746,1746,155,0,1
6221,6235,43,1,1,1368,765,4,1423,1631,1160,402,1157,1,2,385.68,116,623.42,1912,1976,1746,1746,613,1,0
4649,4658,36,0,1,1625,744,4,1571,1,1160,402,1167,1,4,-600.4992642000001,144,692.97,1588,1976,1754,440,613,1,1
2871,2878,34,0,1,1625,420,3,1423,1631,1182,1307,1176,1,17,270.3,134,802.18,1912,1976,1754,438,125,0,1
817,817,26,0,1,1368,525,3,1571,1,1160,402,1167,1,19,425.78,117,975.6256663999999,1912,1976,1746,1746,133,0,1
4307,4316,31,0,1,507,420,4,506,2,1158,1272,1167,1,15,76.2,131,914.2876925,1912,1524,1754,440,133,0,1
1067,1068,38,0,1,507,656,3,506,1,1160,1307,1167,1,12,159.09,89,766.71,1588,1976,1754,440,588,0,1
242,242,64,0,1,1368,744,5,1571,1,1182,402,1157,1,9,-408.2693519,123,621.72,1588,1976,1746,1746,590,1,1
706,706,10,1,1,1625,525,3,1423,1631,1182,519,1176,1,13,206.5,315,763.54,1588,1976,1754,458,603,0,0
4369,4378,40,0,1,507,656,3,506,1,1158,1307,1176,1,19,32.2,133,718.68,1588,1976,1746,1746,603,0,1
6080,6092,62,1,1,1625,744,5,1423,1631,1158,402,1157,1,24,283.04,93,674.61,1912,1976,1754,458,588,1,0
4096,4105,44,0,1,1368,656,8,1571,1,1158,1307,1176,1,11,230.08,119,781.37,1588,1976,1746,1746,603,0,1
134,134,61,1,1,1625,656,2,1571,1,1160,1272,1176,1,7,516.46,126,780.96,1588,1976,1754,418,554,0,0
5680,5692,46,0,1,1368,765,3,1571,1,1160,1272,1176,1,3,1250.992425,127,682.76,1588,1976,1746,1746,613,1,1
2026,2032,57,1,1,1625,420,5,506,1,1160,1272,1176,1,9,117.73,126,785.31,1912,1524,1754,458,590,0,0
6249,6263,27,0,1,1625,765,6,1571,1,1182,519,1176,1,9,172.34,104,565.55,1912,1524,1746,1746,588,1,1
3826,3835,17,0,1,507,765,2,1571,1,1158,1307,1167,1,9,201.04,121,690.98,1912,1524,1746,1746,590,1,1
6284,6298,55,0,1,1368,390,5,1571,1,1160,1307,1167,1,24,38.01,127,1025.6997390000001,1588,1976,1746,1746,590,0,1
3862,3871,36,0,1,1625,744,3,1423,1631,1158,1272,1167,1,14,35.92,104,572.54,1588,1976,1746,1746,554,1,1
801,801,60,0,1,1625,656,5,1571,1,1158,1307,1167,1,13,231.9,89,701.77,1588,1976,1746,1746,613,1,1
3021,3029,17,1,1,1368,525,3,1571,1,1158,1307,1167,1,8,34.79,133,-127.133692,1588,1976,1754,418,613,0,0
6207,6220,49,0,1,1368,525,3,1423,1631,1182,1307,1157,1,-999,214.29,116,790.39,1912,1524,1754,438,554,0,1
3562,3571,64,0,1,1368,744,3,1423,1631,1182,1272,1157,1,18,142.07,133,670.14,1588,1976,1754,438,588,1,1
415,415,19,1,1,1625,420,3,1571,1631,1158,519,1176,1,-999,137.76,144,751.89,1588,1976,1754,458,588,0,0
5687,5699,63,0,1,1625,390,5,506,1,1160,402,1167,1,7,390.41,113,792.93,1912,1524,1746,1746,613,0,1
3325,3334,31,1,1,1368,390,2,506,1,1160,402,1157,1,10,270.26,127,799.62,1912,1524,1746,1746,139,0,0
2325,2331,13,0,1,1368,420,3,1423,1631,1182,1272,1167,1,-999,91.37,93,752.5,1588,1976,1746,1746,613,0,1
406,406,24,0,1,507,656,3,1571,1631,1158,1307,1167,1,19,58.11,116,673.32,1588,1976,1746,1746,613,1,1
716,716,50,0,1,507,420,4,1571,1,1158,1272,1167,1,-999,733.48,116,795.89,1912,1976,1754,418,554,0,1
4335,4344,40,0,1,1625,765,3,1571,2,1160,519,1167,2,13,201.74,133,634.43,1588,1976,1746,1746,554,1,1
3891,3900,18,0,1,1368,420,2,1571,1631,1160,1272,1157,1,14,102.82,93,707.18,1912,1524,1746,1746,603,0,1
1071,1072,34,0,1,507,744,2,1423,1631,1182,1307,1157,1,17,31.0,115,614.32,1588,1976,1754,440,613,1,1
536,536,53,0,1,1625,765,4,1423,1631,1158,1307,1167,1,11,35.24,137,696.37,1912,1524,1746,1746,603,1,1
6103,6115,40,1,1,1625,390,3,1571,1,1158,1307,1167,1,8,143.97,122,709.27,1912,1524,1746,1746,613,0,0
2454,2461,45,0,1,1625,744,3,506,1,1158,1307,1157,1,15,351.49,104,677.64,1912,1524,1746,1746,613,1,1
2135,2141,59,0,1,1368,765,5,1423,1631,1160,1272,1176,1,16,233.53,93,518.31,1912,1524,1746,1746,554,1,1
6328,6342,16,0,1,1368,765,4,1571,1631,1182,1307,1167,1,2,189.02,126,688.26,1912,1524,1754,418,554,1,1
791,791,24,0,1,1368,744,2,1571,1,1182,519,1176,1,7,31.93,101,637.16,1588,1976,1754,418,588,1,1
1047,1048,29,1,1,1368,765,5,1571,1,1158,1272,1176,1,15,288.22,133,553.03,1912,1524,1746,1746,590,1,0
2708,2715,13,0,1,1368,420,4,1571,3,1158,1307,1157,1,19,188.98,117,742.41,1588,1976,1754,418,554,0,1
5823,5835,25,0,1,507,765,5,1423,1631,1158,1307,1167,1,12,218.8,137,706.43,1912,1524,1754,458,554,1,1
2921,2928,45,1,1,507,765,4,1423,1631,1160,402,1176,1,4,341.22,121,685.94,1588,1976,1746,1746,588,1,0
174,174,29,1,1,1368,420,7,1571,1,1182,1307,1167,1,11,317.25,122,753.97,1588,1976,1746,1746,588,0,0
3629,3638,20,0,1,1625,744,3,506,1,1158,1307,1176,1,6,1148.866597,113,607.24,1588,1976,1754,438,613,1,1
3532,3541,63,0,1,1625,744,3,1571,1,1182,519,1157,1,13,789.04,131,693.85,1912,1524,1746,1746,613,1,1
1899,1903,26,1,1,1368,765,4,506,1,1182,1272,1157,2,12,220.05,107,681.53,1588,1976,1754,418,554,1,0
1178,1180,33,0,1,1625,525,3,506,1,1158,1307,1176,1,6,107.79,127,762.94,1588,1976,1754,418,588,0,1
3130,3138,23,1,1,1368,765,6,1423,1631,1160,519,1157,1,7,259.39,127,688.59,1912,1524,1746,1746,554,1,0
2680,2687,43,0,1,1368,525,4,1423,1631,1182,1307,1176,1,6,36.77,122,729.64,1588,1976,1754,438,603,0,1
